order_id,user_id,order_date,product_id,product_name,category,quantity,unit_price,channel,region,payment_status,order_amount,month,order_day,is_repeat_order,user_order_no
O002056,U01209,2025-10-19,P003,智能手表,数码配件,1,465.34,会员短信,华南,已支付,465.34,2025-10,2025-10-19,False,1
O002057,U00773,2025-02-21,P013,人体工学椅,家居生活,3,827.21,信息流广告,华南,已支付,2481.63,2025-02,2025-02-21,True,2
O002058,U00003,2025-04-23,P013,人体工学椅,家居生活,1,878.61,会员短信,西南,已支付,878.61,2025-04,2025-04-23,False,1
O002060,U01376,2025-10-07,P008,通勤帆布包,服饰鞋包,1,164.48,直播间,华东,已支付,164.48,2025-10,2025-10-07,True,3
O002061,U01379,2025-08-25,P015,收纳箱套装,家居生活,1,99.93,会员短信,西南,已支付,99.93,2025-08,2025-08-25,True,4
O002063,U01086,2025-10-15,P006,精华液礼盒,美妆个护,1,275.89,自然搜索,华北,已支付,275.89,2025-10,2025-10-15,True,3
O002064,U01020,2025-06-29,P011,精品挂耳咖啡,食品饮料,3,65.79,自然搜索,东北,已支付,197.37,2025-06,2025-06-29,True,3
O002065,U00735,2025-03-31,P009,跑步运动鞋,服饰鞋包,2,388.34,未知渠道,未知地区,已支付,776.68,2025-03,2025-03-31,False,1
O002066,U01364,2025-01-15,P003,智能手表,数码配件,1,431.2,信息流广告,东北,已支付,431.2,2025-01,2025-01-15,False,1
O002067,U00450,2025-08-02,P007,轻薄羽绒服,服饰鞋包,1,377.56,自然搜索,华南,已支付,377.56,2025-08,2025-08-02,True,3
O002068,U01341,2025-10-19,P006,精华液礼盒,美妆个护,1,200.86,自然搜索,西北,已支付,200.86,2025-10,2025-10-19,True,3
O002069,U00406,2025-07-07,P010,即食燕麦组合,食品饮料,1,48.7,社群团购,华中,已支付,48.7,2025-07,2025-07-07,True,5
O002070,U01394,2025-12-16,P014,香薰加湿器,家居生活,1,160.55,信息流广告,华东,已支付,160.55,2025-12,2025-12-16,True,5
O002071,U01087,2025-10-06,P009,跑步运动鞋,服饰鞋包,3,359.97,社群团购,东北,已支付,1079.91,2025-10,2025-10-06,False,1
O002072,U00457,2025-03-13,P010,即食燕麦组合,食品饮料,2,59.12,自然搜索,华东,已支付,118.24,2025-03,2025-03-13,True,2
O002073,U00578,2025-06-23,P012,坚果礼盒,食品饮料,1,110.26,直播间,西北,已支付,110.26,2025-06,2025-06-23,True,4
O002074,U00781,2025-10-20,P003,智能手表,数码配件,1,488.52,信息流广告,华南,已支付,488.52,2025-10,2025-10-20,True,4
O002075,U00334,2025-11-30,P009,跑步运动鞋,服饰鞋包,3,277.06,社群团购,华北,已支付,831.18,2025-11,2025-11-30,True,2
O002076,U01021,2025-08-18,P015,收纳箱套装,家居生活,1,77.69,信息流广告,西北,已支付,77.69,2025-08,2025-08-18,True,3
O002077,U00194,2025-03-27,P008,通勤帆布包,服饰鞋包,2,170.59,自然搜索,华北,已支付,341.18,2025-03,2025-03-27,False,1
O002078,U00083,2025-10-13,P014,香薰加湿器,家居生活,1,224.77,直播间,华北,已支付,224.77,2025-10,2025-10-13,True,5
O002079,U00905,2025-12-21,P012,坚果礼盒,食品饮料,3,108.08,社群团购,华东,已支付,324.24,2025-12,2025-12-21,True,4
O002080,U00186,2025-06-10,P010,即食燕麦组合,食品饮料,2,62.9,社群团购,西南,已支付,125.8,2025-06,2025-06-10,True,3
O002081,U00301,2025-12-25,P008,通勤帆布包,服饰鞋包,1,114.11,会员短信,华南,已支付,114.11,2025-12,2025-12-25,True,5
O002082,U00036,2025-10-10,P005,氨基酸洗面奶,美妆个护,1,52.35,直播间,华东,已支付,52.35,2025-10,2025-10-10,False,1
O002083,U00637,2025-09-11,P005,氨基酸洗面奶,美妆个护,1,71.59,直播间,华东,已支付,71.59,2025-09,2025-09-11,True,2
O002084,U00656,2025-06-17,P007,轻薄羽绒服,服饰鞋包,1,391.92,直播间,华东,已支付,391.92,2025-06,2025-06-17,True,3
O002085,U00142,2025-11-26,P012,坚果礼盒,食品饮料,1,117.78,信息流广告,东北,已支付,117.78,2025-11,2025-11-26,True,3
O002086,U00786,2025-08-03,P013,人体工学椅,家居生活,1,721.93,直播间,东北,已支付,721.93,2025-08,2025-08-03,False,1
O002087,U00751,2025-09-14,P011,精品挂耳咖啡,食品饮料,1,77.06,会员短信,华南,已支付,77.06,2025-09,2025-09-14,False,1
O002088,U01045,2025-05-16,P006,精华液礼盒,美妆个护,1,260.78,自然搜索,西南,已支付,260.78,2025-05,2025-05-16,True,3
O002089,U00985,2025-12-30,P006,精华液礼盒,美妆个护,3,229.01,会员短信,华东,已支付,687.03,2025-12,2025-12-30,True,3
O002090,U00209,2025-05-17,P010,即食燕麦组合,食品饮料,2,59.55,会员短信,华中,已支付,119.1,2025-05,2025-05-17,False,1
O002091,U01356,2025-12-17,P003,智能手表,数码配件,1,495.63,社群团购,华南,已支付,495.63,2025-12,2025-12-17,True,5
O002092,U01101,2025-11-22,P015,收纳箱套装,家居生活,1,82.5,自然搜索,华东,已支付,82.5,2025-11,2025-11-22,True,3
O002093,U00629,2025-12-10,P001,无线蓝牙耳机,数码配件,1,166.68,会员短信,华中,已支付,166.68,2025-12,2025-12-10,True,5
O002094,U00821,2025-03-13,P007,轻薄羽绒服,服饰鞋包,1,393.74,信息流广告,华东,已支付,393.74,2025-03,2025-03-13,True,2
O002097,U00109,2025-03-14,P007,轻薄羽绒服,服饰鞋包,2,397.89,会员短信,华东,已支付,795.78,2025-03,2025-03-14,False,1
O002098,U01351,2025-03-22,P002,机械键盘,数码配件,1,268.26,自然搜索,华北,已支付,268.26,2025-03,2025-03-22,False,1
O002099,U01397,2025-05-03,P005,氨基酸洗面奶,美妆个护,1,65.84,信息流广告,华东,已支付,65.84,2025-05,2025-05-03,False,1
O002100,U00802,2025-03-06,P001,无线蓝牙耳机,数码配件,1,201.08,自然搜索,华东,已支付,201.08,2025-03,2025-03-06,False,1
O002101,U01382,2025-12-04,P012,坚果礼盒,食品饮料,2,88.02,直播间,华东,已支付,176.04,2025-12,2025-12-04,False,1
O002103,U01349,2025-02-16,P009,跑步运动鞋,服饰鞋包,1,329.01,自然搜索,华东,已支付,329.01,2025-02,2025-02-16,True,2
O002104,U00900,2025-04-19,P006,精华液礼盒,美妆个护,1,255.64,直播间,东北,已支付,255.64,2025-04,2025-04-19,True,2
O002106,U00172,2025-09-11,P014,香薰加湿器,家居生活,1,189.54,信息流广告,华东,已支付,189.54,2025-09,2025-09-11,True,3
O002108,U01172,2025-06-12,P002,机械键盘,数码配件,1,201.65,会员短信,西北,已支付,201.65,2025-06,2025-06-12,True,3
O002109,U00799,2025-04-15,P006,精华液礼盒,美妆个护,1,261.59,信息流广告,华中,已支付,261.59,2025-04,2025-04-15,False,1
O002110,U00920,2025-10-10,P006,精华液礼盒,美妆个护,3,273.93,自然搜索,西南,已支付,821.79,2025-10,2025-10-10,True,5
O002111,U00977,2025-07-28,P003,智能手表,数码配件,1,500.12,直播间,华南,已支付,500.12,2025-07,2025-07-28,True,3
O002112,U00935,2025-11-06,P002,机械键盘,数码配件,3,263.59,信息流广告,华东,已支付,790.77,2025-11,2025-11-06,True,4
O002113,U01268,2025-11-20,P013,人体工学椅,家居生活,1,605.78,社群团购,华南,已支付,605.78,2025-11,2025-11-20,False,1
O002114,U00436,2025-05-29,P002,机械键盘,数码配件,1,283.93,会员短信,华南,已支付,283.93,2025-05,2025-05-29,True,2
O002115,U00532,2025-08-29,P003,智能手表,数码配件,1,388.28,直播间,西北,已支付,388.28,2025-08,2025-08-29,False,1
O002116,U00387,2025-01-04,P013,人体工学椅,家居生活,1,812.31,会员短信,华北,已支付,812.31,2025-01,2025-01-04,False,1
O002117,U01086,2025-03-19,P012,坚果礼盒,食品饮料,2,112.98,直播间,华南,已支付,225.96,2025-03,2025-03-19,False,1
O002118,U01234,2025-03-03,P001,无线蓝牙耳机,数码配件,1,191.66,信息流广告,西南,已支付,191.66,2025-03,2025-03-03,True,2
O002119,U00242,2025-05-10,P011,精品挂耳咖啡,食品饮料,1,65.8,自然搜索,东北,已支付,65.8,2025-05,2025-05-10,True,2
O002120,U00229,2025-09-10,P009,跑步运动鞋,服饰鞋包,3,352.4,社群团购,华南,已支付,1057.2,2025-09,2025-09-10,True,5
O002121,U00188,2025-03-07,P008,通勤帆布包,服饰鞋包,1,136.69,直播间,西北,已支付,136.69,2025-03,2025-03-07,True,2
O002122,U01330,2025-07-18,P001,无线蓝牙耳机,数码配件,2,192.88,自然搜索,华南,已支付,385.76,2025-07,2025-07-18,False,1
O002124,U01146,2025-02-20,P013,人体工学椅,家居生活,1,875.13,信息流广告,华东,已支付,875.13,2025-02,2025-02-20,True,2
O002125,U00451,2025-07-29,P009,跑步运动鞋,服饰鞋包,1,327.56,自然搜索,华南,已支付,327.56,2025-07,2025-07-29,True,4
O002126,U00090,2025-11-07,P011,精品挂耳咖啡,食品饮料,1,78.56,自然搜索,华南,已支付,78.56,2025-11,2025-11-07,True,4
O002128,U00684,2025-10-30,P003,智能手表,数码配件,1,440.72,直播间,华南,已支付,440.72,2025-10,2025-10-30,True,3
O002129,U00859,2025-04-03,P014,香薰加湿器,家居生活,2,164.8,信息流广告,华东,已支付,329.6,2025-04,2025-04-03,True,2
O002130,U00334,2025-02-27,P005,氨基酸洗面奶,美妆个护,3,64.15,信息流广告,华东,已支付,192.45,2025-02,2025-02-27,False,1
O002131,U00629,2025-03-16,P010,即食燕麦组合,食品饮料,1,55.14,自然搜索,华东,已支付,55.14,2025-03,2025-03-16,True,2
O002132,U00596,2025-12-02,P015,收纳箱套装,家居生活,1,64.39,直播间,华北,已支付,64.39,2025-12,2025-12-02,True,2
O002134,U00812,2025-09-17,P015,收纳箱套装,家居生活,1,93.02,信息流广告,华南,已支付,93.02,2025-09,2025-09-17,True,2
O002135,U00785,2025-08-25,P014,香薰加湿器,家居生活,1,167.43,自然搜索,华北,已支付,167.43,2025-08,2025-08-25,True,2
O002136,U00223,2025-10-29,P004,补水面膜套装,美妆个护,1,80.33,社群团购,华中,已支付,80.33,2025-10,2025-10-29,True,2
O002137,U01030,2025-11-05,P006,精华液礼盒,美妆个护,2,193.6,社群团购,东北,已支付,387.2,2025-11,2025-11-05,True,3
O002138,U01109,2025-04-10,P015,收纳箱套装,家居生活,2,88.0,会员短信,华东,已支付,176.0,2025-04,2025-04-10,False,1
O002139,U00718,2025-12-20,P014,香薰加湿器,家居生活,1,189.84,自然搜索,东北,已支付,189.84,2025-12,2025-12-20,True,4
O002140,U00966,2025-07-15,P015,收纳箱套装,家居生活,2,101.56,自然搜索,华南,已支付,203.12,2025-07,2025-07-15,True,3
O002141,U00598,2025-09-05,P012,坚果礼盒,食品饮料,1,118.89,信息流广告,西南,已支付,118.89,2025-09,2025-09-05,True,2
O002142,U00950,2025-05-23,P007,轻薄羽绒服,服饰鞋包,2,397.36,未知渠道,华东,已支付,794.72,2025-05,2025-05-23,False,1
O002143,U00705,2025-03-25,P004,补水面膜套装,美妆个护,2,97.49,社群团购,华南,已支付,194.98,2025-03,2025-03-25,False,1
O002144,U01316,2025-06-17,P013,人体工学椅,家居生活,2,811.23,会员短信,华北,已支付,1622.46,2025-06,2025-06-17,False,1
O002145,U01237,2025-01-02,P012,坚果礼盒,食品饮料,1,123.47,自然搜索,东北,已支付,123.47,2025-01,2025-01-02,False,1
O002146,U01055,2025-05-16,P010,即食燕麦组合,食品饮料,2,53.59,会员短信,西南,已支付,107.18,2025-05,2025-05-16,True,2
O002147,U00599,2025-11-17,P009,跑步运动鞋,服饰鞋包,1,261.29,会员短信,西南,已支付,261.29,2025-11,2025-11-17,True,2
O002148,U00271,2025-04-19,P010,即食燕麦组合,食品饮料,1,62.4,自然搜索,华南,已支付,62.4,2025-04,2025-04-19,False,1
O002149,U00023,2025-11-29,P001,无线蓝牙耳机,数码配件,2,132.71,会员短信,华南,已支付,265.42,2025-11,2025-11-29,True,5
O002150,U00986,2025-12-28,P006,精华液礼盒,美妆个护,2,251.71,社群团购,华南,已支付,503.42,2025-12,2025-12-28,True,4
O002151,U01221,2025-07-06,P011,精品挂耳咖啡,食品饮料,1,76.94,会员短信,华南,已支付,76.94,2025-07,2025-07-06,False,1
O002153,U00979,2025-01-03,P011,精品挂耳咖啡,食品饮料,1,80.8,自然搜索,华中,已支付,80.8,2025-01,2025-01-03,False,1
O002154,U00719,2025-08-27,P006,精华液礼盒,美妆个护,1,236.44,直播间,华南,已支付,236.44,2025-08,2025-08-27,True,3
O002155,U00753,2025-11-16,P007,轻薄羽绒服,服饰鞋包,1,344.06,信息流广告,华中,已支付,344.06,2025-11,2025-11-16,True,2
O002156,U00811,2025-04-20,P001,无线蓝牙耳机,数码配件,3,206.94,信息流广告,华东,已支付,620.82,2025-04,2025-04-20,False,1
O002157,U01388,2025-12-27,P003,智能手表,数码配件,2,403.55,会员短信,西南,已支付,807.1,2025-12,2025-12-27,True,2
O002158,U00314,2025-05-29,P005,氨基酸洗面奶,美妆个护,2,68.91,会员短信,华南,已支付,137.82,2025-05,2025-05-29,True,2
O002159,U01269,2025-07-15,P011,精品挂耳咖啡,食品饮料,1,64.3,会员短信,华东,已支付,64.3,2025-07,2025-07-15,True,4
O002160,U01259,2025-01-19,P003,智能手表,数码配件,2,445.2,自然搜索,华北,已支付,890.4,2025-01,2025-01-19,True,3
O002161,U01170,2025-10-18,P002,机械键盘,数码配件,2,261.01,自然搜索,华东,已支付,522.02,2025-10,2025-10-18,False,1
O002162,U01038,2025-04-13,P010,即食燕麦组合,食品饮料,1,54.79,会员短信,华南,已支付,54.79,2025-04,2025-04-13,False,1
O002163,U00287,2025-07-10,P011,精品挂耳咖啡,食品饮料,2,65.1,信息流广告,华南,已支付,130.2,2025-07,2025-07-10,True,3
O002164,U00789,2025-11-26,P005,氨基酸洗面奶,美妆个护,2,56.31,自然搜索,西南,已支付,112.62,2025-11,2025-11-26,True,6
O002165,U00007,2025-02-11,P011,精品挂耳咖啡,食品饮料,2,73.95,自然搜索,华中,已支付,147.9,2025-02,2025-02-11,False,1
O002166,U00213,2025-01-27,P014,香薰加湿器,家居生活,1,171.53,信息流广告,华东,已支付,171.53,2025-01,2025-01-27,False,1
O002168,U00747,2025-05-21,P005,氨基酸洗面奶,美妆个护,1,69.13,直播间,华东,已支付,69.13,2025-05,2025-05-21,True,2
O002169,U00049,2025-07-12,P014,香薰加湿器,家居生活,1,166.91,自然搜索,华北,已支付,166.91,2025-07,2025-07-12,False,1
O002170,U00657,2025-08-28,P007,轻薄羽绒服,服饰鞋包,1,347.32,会员短信,华南,已支付,347.32,2025-08,2025-08-28,True,2
O002171,U00326,2025-11-29,P007,轻薄羽绒服,服饰鞋包,1,377.76,信息流广告,华北,已支付,377.76,2025-11,2025-11-29,True,2
O002172,U01364,2025-07-13,P009,跑步运动鞋,服饰鞋包,1,311.03,信息流广告,华东,已支付,311.03,2025-07,2025-07-13,True,2
O002173,U00134,2025-05-19,P012,坚果礼盒,食品饮料,2,130.74,自然搜索,华中,已支付,261.48,2025-05,2025-05-19,True,2
O002174,U01306,2025-11-26,P008,通勤帆布包,服饰鞋包,2,131.4,会员短信,华南,已支付,262.8,2025-11,2025-11-26,True,4
O002176,U00516,2025-01-28,P005,氨基酸洗面奶,美妆个护,4,66.86,会员短信,华中,已支付,267.44,2025-01,2025-01-28,False,1
O002177,U00475,2025-11-07,P006,精华液礼盒,美妆个护,2,209.42,信息流广告,华东,已支付,418.84,2025-11,2025-11-07,True,3
O002178,U01057,2025-05-13,P010,即食燕麦组合,食品饮料,1,46.75,自然搜索,华北,已支付,46.75,2025-05,2025-05-13,False,1
O002179,U00269,2025-10-30,P008,通勤帆布包,服饰鞋包,1,171.91,会员短信,华南,已支付,171.91,2025-10,2025-10-30,False,1
O002180,U00273,2025-12-20,P013,人体工学椅,家居生活,1,896.2,直播间,华中,已支付,896.2,2025-12,2025-12-20,True,3
O002181,U00415,2025-07-30,P001,无线蓝牙耳机,数码配件,1,169.49,直播间,华东,已支付,169.49,2025-07,2025-07-30,False,1
O002183,U00977,2025-10-20,P010,即食燕麦组合,食品饮料,1,59.4,会员短信,华东,已支付,59.4,2025-10,2025-10-20,True,4
O002184,U01101,2025-10-02,P010,即食燕麦组合,食品饮料,1,55.04,会员短信,华东,已支付,55.04,2025-10,2025-10-02,True,2
O002185,U01369,2025-05-28,P009,跑步运动鞋,服饰鞋包,1,297.71,社群团购,西北,已支付,297.71,2025-05,2025-05-28,False,1
O002186,U00665,2025-01-19,P011,精品挂耳咖啡,食品饮料,1,83.9,社群团购,东北,已支付,83.9,2025-01,2025-01-19,False,1
O002187,U01197,2025-12-26,P006,精华液礼盒,美妆个护,1,236.61,自然搜索,华中,已支付,236.61,2025-12,2025-12-26,False,1
O002188,U00945,2025-12-03,P013,人体工学椅,家居生活,1,845.1,自然搜索,华南,已支付,845.1,2025-12,2025-12-03,True,4
O002189,U00815,2025-03-07,P002,机械键盘,数码配件,1,273.25,自然搜索,华东,已支付,273.25,2025-03,2025-03-07,False,1
O002190,U01101,2025-06-08,P014,香薰加湿器,家居生活,1,144.16,信息流广告,华中,已支付,144.16,2025-06,2025-06-08,False,1
O002191,U01333,2025-12-10,P006,精华液礼盒,美妆个护,2,238.6,直播间,华东,已支付,477.2,2025-12,2025-12-10,True,3
O002192,U01212,2025-03-25,P001,无线蓝牙耳机,数码配件,3,175.36,信息流广告,西南,已支付,526.08,2025-03,2025-03-25,False,1
O002193,U00341,2025-06-08,P006,精华液礼盒,美妆个护,2,258.25,社群团购,华东,已支付,516.5,2025-06,2025-06-08,False,1
O002195,U01144,2025-04-23,P014,香薰加湿器,家居生活,1,216.47,直播间,华东,已支付,216.47,2025-04,2025-04-23,False,1
O002198,U00584,2025-12-31,P010,即食燕麦组合,食品饮料,1,54.77,会员短信,华东,已支付,54.77,2025-12,2025-12-31,True,2
O002199,U00840,2025-06-06,P007,轻薄羽绒服,服饰鞋包,1,231.71,信息流广告,东北,已支付,231.71,2025-06,2025-06-06,True,2
O002200,U00605,2025-12-29,P014,香薰加湿器,家居生活,1,149.81,信息流广告,华北,已支付,149.81,2025-12,2025-12-29,True,3
O002201,U00299,2025-11-25,P001,无线蓝牙耳机,数码配件,4,135.16,直播间,东北,已支付,540.64,2025-11,2025-11-25,True,3
O002202,U00580,2025-03-05,P004,补水面膜套装,美妆个护,1,86.51,自然搜索,华北,已支付,86.51,2025-03,2025-03-05,False,1
O002203,U00797,2025-10-10,P002,机械键盘,数码配件,2,340.72,信息流广告,华东,已支付,681.44,2025-10,2025-10-10,True,2
O002204,U00073,2025-11-04,P012,坚果礼盒,食品饮料,2,108.64,自然搜索,华南,已支付,217.28,2025-11,2025-11-04,True,3
O002205,U00767,2025-01-21,P008,通勤帆布包,服饰鞋包,2,128.82,自然搜索,华东,已支付,257.64,2025-01,2025-01-21,False,1
O002206,U00843,2025-11-29,P013,人体工学椅,家居生活,1,645.13,信息流广告,西南,已支付,645.13,2025-11,2025-11-29,True,2
O002207,U00454,2025-06-27,P008,通勤帆布包,服饰鞋包,3,115.39,会员短信,西南,已支付,346.17,2025-06,2025-06-27,True,2
O002208,U00850,2025-08-18,P011,精品挂耳咖啡,食品饮料,2,71.36,自然搜索,华中,已支付,142.72,2025-08,2025-08-18,False,1
O002209,U00689,2025-09-23,P006,精华液礼盒,美妆个护,2,219.24,信息流广告,华北,已支付,438.48,2025-09,2025-09-23,False,1
O002210,U00057,2025-04-17,P008,通勤帆布包,服饰鞋包,1,151.37,自然搜索,华中,已支付,151.37,2025-04,2025-04-17,False,1
O002211,U00900,2025-12-30,P002,机械键盘,数码配件,1,286.15,会员短信,华东,已支付,286.15,2025-12,2025-12-30,True,7
O002212,U00258,2025-01-27,P007,轻薄羽绒服,服饰鞋包,2,360.26,未知渠道,东北,已支付,720.52,2025-01,2025-01-27,True,2
O002213,U00403,2025-05-16,P014,香薰加湿器,家居生活,1,183.56,信息流广告,华北,已支付,183.56,2025-05,2025-05-16,True,2
O002214,U00775,2025-11-10,P010,即食燕麦组合,食品饮料,2,49.7,自然搜索,华北,已支付,99.4,2025-11,2025-11-10,True,5
O002215,U01008,2025-04-02,P003,智能手表,数码配件,3,498.23,社群团购,华中,已支付,1494.69,2025-04,2025-04-02,False,1
O002216,U00690,2025-03-30,P010,即食燕麦组合,食品饮料,1,59.58,自然搜索,华东,已支付,59.58,2025-03,2025-03-30,False,1
O002217,U00708,2025-07-05,P005,氨基酸洗面奶,美妆个护,1,70.64,直播间,华东,已支付,70.64,2025-07,2025-07-05,True,2
O002218,U00070,2025-12-28,P010,即食燕麦组合,食品饮料,2,60.36,会员短信,西北,已支付,120.72,2025-12,2025-12-28,True,2
O002219,U00242,2025-06-17,P003,智能手表,数码配件,1,456.65,信息流广告,华东,已支付,456.65,2025-06,2025-06-17,True,3
O002220,U00772,2025-06-13,P002,机械键盘,数码配件,1,214.02,自然搜索,华北,已支付,214.02,2025-06,2025-06-13,True,3
O002221,U00695,2025-02-19,P015,收纳箱套装,家居生活,1,95.73,直播间,华南,已支付,95.73,2025-02,2025-02-19,False,1
O002222,U00090,2025-09-04,P011,精品挂耳咖啡,食品饮料,2,66.82,社群团购,东北,已支付,133.64,2025-09,2025-09-04,True,2
O002223,U00184,2025-12-26,P014,香薰加湿器,家居生活,1,176.1,直播间,华东,已支付,176.1,2025-12,2025-12-26,True,2
O002224,U00019,2025-12-25,P015,收纳箱套装,家居生活,2,80.21,自然搜索,华东,已支付,160.42,2025-12,2025-12-25,True,5
O002225,U00802,2025-09-10,P008,通勤帆布包,服饰鞋包,3,138.02,自然搜索,华东,已支付,414.06,2025-09,2025-09-10,True,4
O002226,U00679,2025-11-24,P011,精品挂耳咖啡,食品饮料,1,63.59,自然搜索,华中,已支付,63.59,2025-11,2025-11-24,False,1
O002228,U00558,2025-06-02,P009,跑步运动鞋,服饰鞋包,3,266.07,直播间,华东,已支付,798.21,2025-06,2025-06-02,False,1
O002229,U00726,2025-11-18,P009,跑步运动鞋,服饰鞋包,2,285.92,直播间,华北,已支付,571.84,2025-11,2025-11-18,True,5
O002230,U00193,2025-09-06,P004,补水面膜套装,美妆个护,1,98.7,直播间,华东,已支付,98.7,2025-09,2025-09-06,True,3
O002231,U00023,2025-05-15,P015,收纳箱套装,家居生活,1,93.64,未知渠道,华东,已支付,93.64,2025-05,2025-05-15,False,1
O002232,U00009,2025-10-28,P012,坚果礼盒,食品饮料,1,109.95,自然搜索,华东,已支付,109.95,2025-10,2025-10-28,True,4
O002233,U00904,2025-10-30,P011,精品挂耳咖啡,食品饮料,1,78.18,社群团购,华南,已支付,78.18,2025-10,2025-10-30,False,1
O002234,U00864,2025-06-18,P013,人体工学椅,家居生活,2,735.72,信息流广告,西北,已支付,1471.44,2025-06,2025-06-18,True,3
O002235,U00725,2025-11-03,P006,精华液礼盒,美妆个护,1,216.2,自然搜索,华北,已支付,216.2,2025-11,2025-11-03,True,3
O002236,U00162,2025-02-11,P002,机械键盘,数码配件,2,277.1,自然搜索,华中,已支付,554.2,2025-02,2025-02-11,False,1
O002237,U00043,2025-03-16,P006,精华液礼盒,美妆个护,1,235.84,信息流广告,华东,已支付,235.84,2025-03,2025-03-16,True,2
O002240,U01295,2025-01-23,P001,无线蓝牙耳机,数码配件,1,171.63,信息流广告,华北,已支付,171.63,2025-01,2025-01-23,False,1
O002241,U01375,2025-01-14,P008,通勤帆布包,服饰鞋包,1,133.58,自然搜索,华中,已支付,133.58,2025-01,2025-01-14,False,1
O002242,U01386,2025-12-03,P006,精华液礼盒,美妆个护,1,182.55,会员短信,华中,已支付,182.55,2025-12,2025-12-03,True,6
O002243,U00559,2025-07-19,P009,跑步运动鞋,服饰鞋包,2,375.75,直播间,华北,已支付,751.5,2025-07,2025-07-19,True,3
O002244,U00814,2025-07-20,P009,跑步运动鞋,服饰鞋包,2,371.45,信息流广告,西南,已支付,742.9,2025-07,2025-07-20,False,1
O002245,U00274,2025-09-17,P002,机械键盘,数码配件,1,290.44,信息流广告,华北,已支付,290.44,2025-09,2025-09-17,True,5
O002246,U00115,2025-10-25,P012,坚果礼盒,食品饮料,3,116.51,信息流广告,未知地区,已支付,349.53,2025-10,2025-10-25,True,4
O002247,U01376,2025-05-27,P003,智能手表,数码配件,3,518.16,自然搜索,华南,已支付,1554.48,2025-05,2025-05-27,True,2
O002248,U01326,2025-04-27,P002,机械键盘,数码配件,3,288.63,自然搜索,华中,已支付,865.89,2025-04,2025-04-27,True,2
O002249,U01112,2025-08-26,P005,氨基酸洗面奶,美妆个护,1,73.41,信息流广告,华东,已支付,73.41,2025-08,2025-08-26,True,3
O002250,U00790,2025-04-03,P015,收纳箱套装,家居生活,1,99.49,自然搜索,西北,已支付,99.49,2025-04,2025-04-03,True,2
O002251,U00451,2025-07-01,P010,即食燕麦组合,食品饮料,1,55.81,社群团购,华北,已支付,55.81,2025-07,2025-07-01,True,3
O002252,U00655,2025-09-30,P005,氨基酸洗面奶,美妆个护,2,62.31,信息流广告,华中,已支付,124.62,2025-09,2025-09-30,True,4
O002253,U01373,2025-08-16,P005,氨基酸洗面奶,美妆个护,1,69.07,信息流广告,华东,已支付,69.07,2025-08,2025-08-16,True,3
O002255,U00152,2025-03-12,P012,坚果礼盒,食品饮料,2,125.81,直播间,东北,已支付,251.62,2025-03,2025-03-12,False,1
O002256,U00968,2025-11-27,P005,氨基酸洗面奶,美妆个护,2,57.0,信息流广告,华中,已支付,114.0,2025-11,2025-11-27,True,2
O002257,U00418,2025-08-14,P011,精品挂耳咖啡,食品饮料,1,69.86,自然搜索,华中,已支付,69.86,2025-08,2025-08-14,False,1
O002258,U00542,2025-09-24,P011,精品挂耳咖啡,食品饮料,1,76.15,自然搜索,华中,已支付,76.15,2025-09,2025-09-24,True,3
O002259,U00089,2025-08-31,P002,机械键盘,数码配件,1,314.69,信息流广告,华东,已支付,314.69,2025-08,2025-08-31,True,2
O002260,U00476,2025-10-21,P005,氨基酸洗面奶,美妆个护,1,65.28,社群团购,华东,已支付,65.28,2025-10,2025-10-21,True,4
O002262,U00289,2025-05-12,P001,无线蓝牙耳机,数码配件,1,181.02,自然搜索,东北,已支付,181.02,2025-05,2025-05-12,True,2
O002263,U01052,2025-11-04,P015,收纳箱套装,家居生活,1,85.69,会员短信,华北,已支付,85.69,2025-11,2025-11-04,True,3
O002265,U00016,2025-12-11,P009,跑步运动鞋,服饰鞋包,2,339.46,社群团购,华东,已支付,678.92,2025-12,2025-12-11,False,1
O002266,U01369,2025-07-03,P006,精华液礼盒,美妆个护,3,283.26,信息流广告,西南,已支付,849.78,2025-07,2025-07-03,True,2
O002267,U01306,2025-08-18,P010,即食燕麦组合,食品饮料,1,58.01,会员短信,华东,已支付,58.01,2025-08,2025-08-18,True,2
O002268,U00983,2025-06-26,P007,轻薄羽绒服,服饰鞋包,1,271.61,会员短信,华中,已支付,271.61,2025-06,2025-06-26,True,3
O002269,U01356,2025-07-30,P001,无线蓝牙耳机,数码配件,4,175.7,直播间,华南,已支付,702.8,2025-07,2025-07-30,True,3
O002270,U00545,2025-03-02,P012,坚果礼盒,食品饮料,1,123.27,信息流广告,华北,已支付,123.27,2025-03,2025-03-02,False,1
O002271,U00829,2025-09-18,P008,通勤帆布包,服饰鞋包,1,157.38,自然搜索,华南,已支付,157.38,2025-09,2025-09-18,True,3
O002272,U00144,2025-04-01,P005,氨基酸洗面奶,美妆个护,1,56.92,直播间,华东,已支付,56.92,2025-04,2025-04-01,False,1
O002273,U01372,2025-03-10,P012,坚果礼盒,食品饮料,4,153.2,信息流广告,西北,已支付,612.8,2025-03,2025-03-10,False,1
O002274,U01163,2025-08-24,P011,精品挂耳咖啡,食品饮料,1,84.14,直播间,西北,已支付,84.14,2025-08,2025-08-24,True,4
